txn_id,customer_id,account_type,txn_type,amount,balance,txn_date,branch
707,CUST1147,Current,Deposit,44636.91,89253.22,2023-08-20,Pune
708,CUST1021,Savings,Deposit,31602.25,90976.12,2023-06-06,Mumbai
709,CUST1179,Loan,Transfer,11947.93,63428.13,2023-01-28,Delhi
710,CUST1260,Current,Deposit,19287.12,68309.99,2023-12-08,Delhi
711,CUST1492,Current,Deposit,47531.5,107796.28,2023-12-27,Pune
712,CUST1257,Savings,Withdrawal,13521.05,54514.76,2023-08-02,Bangalore
713,CUST1153,Savings,Withdrawal,245.76,4702.47,2023-09-19,Pune
714,CUST1218,Loan,Transfer,45378.27,69644.51,2023-12-28,Chennai
715,CUST1449,Current,Deposit,22578.22,70138.87,2023-12-21,Delhi
716,CUST1424,Savings,Withdrawal,23540.21,68563.29,2023-12-06,Delhi
717,CUST1312,Savings,Withdrawal,29584.29,83516.54,2023-02-18,Mumbai
718,CUST1302,Loan,Transfer,2569.89,85984.94,2023-12-19,Bangalore
719,CUST1090,Current,Withdrawal,23196.31,67330.89,2023-07-11,Mumbai
720,CUST1318,Savings,Deposit,19900.16,24816.74,2023-08-21,Chennai
721,CUST1265,Savings,Deposit,40852.44,69666.39,2023-01-17,Delhi
722,CUST1344,Savings,Deposit,26626.81,114673.15,2023-07-02,Delhi
723,CUST1041,Current,Withdrawal,1580.44,69284.75,2023-05-27,Pune
724,CUST1395,Current,Withdrawal,6661.31,34497.1,2023-01-01,Mumbai
725,CUST1168,Current,Deposit,21149.23,62545.83,2023-04-19,Delhi
726,CUST1268,Savings,Deposit,33762.93,63787.33,2023-03-31,Pune
727,CUST1103,Current,Withdrawal,47706.25,119984.9,2023-06-02,Chennai
728,CUST1347,Current,Transfer,204.98,72103.41,2023-08-03,Pune
729,CUST1177,Loan,Transfer,30229.39,99045.09,2023-11-20,Bangalore
730,CUST1478,Loan,Transfer,40037.71,106472.83,2023-05-27,Mumbai
731,CUST1239,Savings,Deposit,21005.49,96247.71,2023-08-13,Pune
732,CUST1332,Savings,Transfer,4100.98,39900.72,2023-09-15,Chennai
733,CUST1447,Savings,Deposit,32340.2,97161.98,2023-11-03,Bangalore
734,CUST1331,Current,Transfer,29974.75,80439.03,2023-02-20,Pune
735,CUST1118,Loan,Deposit,5875.31,21730.31,2023-09-16,Mumbai
736,CUST1084,Loan,Transfer,31930.07,106157.7,2023-04-03,Chennai
737,CUST1166,Loan,Withdrawal,41467.98,140598.67,2023-09-15,Mumbai
738,CUST1081,Savings,Deposit,34774.63,88257.65,2023-08-23,Delhi
739,CUST1321,Current,Withdrawal,4311.18,44548.37,2023-12-23,Delhi
740,CUST1213,Savings,Withdrawal,40420.33,62417.44,2023-10-06,Pune
741,CUST1408,Current,Deposit,32649.35,117286.98,2023-04-17,Pune
742,CUST1146,Savings,Transfer,20254.5,28477.16,2023-03-14,Pune
743,CUST1437,Savings,Transfer,43100.95,102334.36,2023-12-30,Pune
744,CUST1354,Savings,Deposit,19273.56,64560.83,2023-06-21,Bangalore
745,CUST1335,Savings,Withdrawal,37991.62,48329.54,2023-03-16,Bangalore
746,CUST1048,Loan,Deposit,714.25,38034.46,2023-04-28,Bangalore
747,CUST1100,Savings,Withdrawal,19709.41,72527.76,2023-10-17,Pune
748,CUST1440,Savings,Transfer,8364.85,73116.03,2023-02-25,Mumbai
749,CUST1321,Current,Deposit,17359.29,33228.03,2023-06-06,Pune
750,CUST1202,Savings,Deposit,32326.54,96198.32,2023-05-06,Chennai
751,CUST1395,Current,Withdrawal,15629.75,83503.25,2023-11-21,Chennai
752,CUST1392,Current,Deposit,18293.23,40473.54,2023-07-23,Delhi
753,CUST1486,Savings,Deposit,22754.68,91737.97,2023-12-31,Mumbai
754,CUST1434,Savings,Transfer,24330.93,27570.83,2023-03-08,Pune
755,CUST1075,Current,Withdrawal,6875.87,17256.44,2023-12-29,Chennai
756,CUST1448,Savings,Transfer,20766.1,60611.81,2023-09-19,Mumbai
757,CUST1315,Loan,Withdrawal,7438.39,56479.58,2023-05-02,Chennai
758,CUST1125,Savings,Transfer,18582.81,56375.76,2023-02-04,Chennai
759,CUST1087,Loan,Transfer,22261.97,121750.34,2023-07-20,Bangalore
760,CUST1369,Loan,Deposit,4501.27,65385.57,2023-05-06,Bangalore
761,CUST1401,Current,Transfer,19337.04,53705.56,2023-03-09,Mumbai
762,CUST1069,Savings,Transfer,7791.84,63386.13,2023-06-11,Chennai
763,CUST1365,Savings,Transfer,38118.9,121567.07,2023-02-11,Pune
764,CUST1354,Savings,Deposit,13040.81,32905.88,2023-12-07,Chennai
765,CUST1430,Loan,Withdrawal,33901.63,57787.83,2023-05-19,Bangalore
766,CUST1359,Loan,Withdrawal,27286.9,44228.48,2023-10-07,Bangalore
767,CUST1125,Savings,Transfer,22257.78,85068.09,2023-05-19,Pune
768,CUST1484,Current,Transfer,20148.76,119536.67,2023-09-09,Pune
769,CUST1338,Current,Deposit,31207.96,88361.01,2023-09-07,Pune
770,CUST1275,Loan,Transfer,10145.47,49961.68,2023-10-11,Delhi
771,CUST1005,Current,Transfer,23829.75,78360.7,2023-05-27,Bangalore
772,CUST1064,Loan,Deposit,29691.42,89803.92,2023-11-06,Bangalore
773,CUST1173,Savings,Transfer,22977.47,27256.64,2023-09-03,Pune
774,CUST1395,Current,Withdrawal,27511.19,33756.42,2023-07-03,Pune
775,CUST1020,Loan,Deposit,23392.43,27321.33,2023-03-11,Delhi
776,CUST1017,Current,Withdrawal,47460.7,98994.49,2023-04-18,Mumbai
777,CUST1236,Savings,Transfer,37755.6,87202.74,2023-07-02,Pune
778,CUST1250,Savings,Transfer,24621.77,77104.96,2023-08-04,Mumbai
779,CUST1407,Savings,Transfer,19388.37,70760.28,2023-09-06,Pune
780,CUST1499,Savings,Deposit,28906.22,115531.15,2023-08-07,Chennai
781,CUST1082,Savings,Withdrawal,22228.45,82639.09,2023-08-27,Mumbai
782,CUST1260,Loan,Transfer,40348.81,88258.91,2023-11-25,Chennai
783,CUST1328,Savings,Withdrawal,42712.7,86908.11,2023-08-13,Chennai
784,CUST1352,Current,Deposit,12095.08,43629.04,2023-11-19,Delhi
785,CUST1443,Loan,Withdrawal,1636.42,98803.96,2023-07-08,Bangalore
786,CUST1287,Loan,Transfer,36728.09,113106.43,2023-01-22,Mumbai
787,CUST1349,Current,Deposit,1624.42,88893.23,2023-10-25,Delhi
788,CUST1320,Savings,Transfer,15039.84,51232.03,2023-07-13,Bangalore
789,CUST1169,Current,Withdrawal,14010.12,35475.26,2023-02-26,Chennai
790,CUST1222,Current,Transfer,542.28,100325.46,2023-09-21,Delhi
791,CUST1282,Current,Deposit,41440.62,71255.25,2023-05-15,Chennai
792,CUST1067,Savings,Deposit,36919.69,120417.08,2023-01-01,Delhi
793,CUST1399,Current,Deposit,7228.23,82694.31,2023-07-07,Mumbai
794,CUST1128,Current,Transfer,40478.24,128978.46,2023-02-04,Mumbai
795,CUST1194,Current,Deposit,5309.77,45520.24,2023-10-17,Delhi
796,CUST1430,Loan,Withdrawal,14088.69,82985.62,2023-12-24,Bangalore
797,CUST1075,Current,Deposit,17506.14,29050.45,2023-07-07,Bangalore
798,CUST1461,Savings,Deposit,47389.63,55085.12,2023-03-02,Chennai
799,CUST1083,Loan,Withdrawal,26176.57,56483.35,2023-05-25,Delhi
800,CUST1375,Current,Deposit,42119.51,66721.52,2023-12-24,Pune
801,CUST1188,Current,Deposit,7345.31,78501.26,2023-07-03,Pune
802,CUST1111,Savings,Transfer,10634.51,97042.89,2023-08-03,Mumbai
803,CUST1462,Savings,Transfer,7701.25,34684.97,2023-04-28,Mumbai
804,CUST1221,Savings,Transfer,29204.55,113506.51,2023-08-21,Mumbai
805,CUST1158,Savings,Transfer,48951.16,109498.72,2023-02-22,Chennai
806,CUST1275,Current,Transfer,32426.09,45156.7,2023-12-03,Mumbai
807,CUST1183,Current,Deposit,25203.89,70414.19,2023-01-10,Pune
808,CUST1484,Loan,Transfer,31276.71,38918.4,2023-06-09,Bangalore
809,CUST1370,Savings,Deposit,12172.39,83710.68,2023-02-22,Mumbai
810,CUST1408,Current,Deposit,14569.51,71116.76,2023-09-17,Pune
811,CUST1205,Savings,Deposit,45847.91,118053.1,2023-01-12,Pune
812,CUST1119,Current,Deposit,8015.34,96273.56,2023-09-05,Bangalore
813,CUST1354,Savings,Transfer,36113.91,63632.84,2023-02-18,Pune
814,CUST1079,Current,Deposit,5227.14,24536.57,2023-12-15,Bangalore
815,CUST1154,Savings,Deposit,35780.43,95332.26,2023-07-28,Bangalore
816,CUST1343,Current,Withdrawal,29205.0,76168.32,2023-11-21,Bangalore
817,CUST1428,Savings,Deposit,37071.11,69039.99,2023-05-19,Pune
818,CUST1121,Current,Transfer,18075.67,45479.8,2023-06-11,Bangalore
819,CUST1428,Loan,Transfer,28633.28,119399.66,2023-11-03,Mumbai
820,CUST1141,Current,Deposit,21176.99,59219.7,2023-02-25,Delhi
821,CUST1460,Loan,Transfer,33789.49,45833.75,2023-08-06,Delhi
822,CUST1413,Loan,Deposit,19443.68,82898.51,2023-04-30,Pune
823,CUST1439,Current,Withdrawal,317.73,17429.56,2023-08-23,Delhi
824,CUST1013,Loan,Deposit,9222.08,37426.8,2023-01-11,Mumbai
825,CUST1273,Savings,Withdrawal,33837.8,128264.04,2023-07-20,Pune
826,CUST1021,Current,Withdrawal,23822.79,87439.59,2023-10-20,Chennai
827,CUST1298,Loan,Transfer,5329.92,55437.71,2023-12-25,Pune
828,CUST1028,Loan,Transfer,43304.43,91163.22,2023-05-26,Bangalore
829,CUST1256,Current,Deposit,18498.49,55794.91,2023-01-13,Pune
830,CUST1210,Loan,Transfer,27648.26,69520.11,2023-01-16,Mumbai
831,CUST1137,Current,Deposit,32901.94,80393.98,2023-04-10,Chennai
832,CUST1109,Current,Withdrawal,37725.75,41801.65,2023-08-04,Mumbai
833,CUST1264,Loan,Transfer,32616.82,106607.27,2023-01-28,Mumbai
834,CUST1326,Savings,Deposit,32277.15,72092.68,2023-11-06,Chennai
835,CUST1438,Current,Withdrawal,29000.85,37992.31,2023-08-23,Delhi
836,CUST1227,Current,Withdrawal,33376.65,115795.94,2023-02-23,Mumbai
837,CUST1138,Current,Withdrawal,27235.91,37672.66,2023-03-15,Pune
838,CUST1046,Loan,Transfer,12170.26,103321.6,2023-09-15,Mumbai
839,CUST1470,Loan,Deposit,35498.21,130408.38,2023-06-12,Bangalore
840,CUST1409,Current,Withdrawal,36836.4,70195.56,2023-09-25,Delhi
841,CUST1182,Current,Withdrawal,13407.09,86030.31,2023-08-16,Bangalore
842,CUST1378,Savings,Transfer,25999.71,93915.17,2023-12-06,Bangalore
843,CUST1119,Savings,Withdrawal,38722.17,116127.86,2023-04-14,Bangalore
844,CUST1092,Current,Withdrawal,48803.09,61795.34,2023-06-30,Chennai
845,CUST1170,Current,Withdrawal,38530.89,119342.87,2023-06-11,Chennai
846,CUST1421,Current,Deposit,13352.58,15599.04,2023-06-02,Bangalore
847,CUST1033,Loan,Transfer,36977.43,59692.14,2023-11-09,Mumbai
848,CUST1126,Loan,Deposit,28575.42,85600.62,2023-05-15,Delhi
849,CUST1228,Current,Withdrawal,42368.34,45216.04,2023-11-27,Bangalore
850,CUST1264,Current,Withdrawal,39181.6,117329.02,2023-02-14,Bangalore
851,CUST1214,Current,Deposit,7701.16,97696.95,2023-06-06,Chennai
852,CUST1098,Loan,Deposit,30204.26,77807.65,2023-05-04,Bangalore
853,CUST1471,Current,Withdrawal,33614.95,92044.72,2023-04-14,Pune
854,CUST1393,Savings,Deposit,12034.02,65342.39,2023-11-27,Chennai
855,CUST1143,Savings,Transfer,28108.55,105912.89,2023-01-17,Mumbai
856,CUST1059,Loan,Transfer,36308.8,98472.39,2023-01-26,Mumbai
857,CUST1025,Current,Deposit,39087.96,97128.65,2023-09-24,Mumbai
858,CUST1461,Loan,Withdrawal,40575.08,104352.57,2023-12-17,Delhi
859,CUST1412,Loan,Deposit,32176.66,113257.75,2023-06-24,Bangalore
860,CUST1052,Savings,Transfer,16933.27,89568.9,2023-02-26,Chennai
861,CUST1047,Current,Withdrawal,3125.38,72280.35,2023-10-09,Pune
862,CUST1241,Savings,Withdrawal,46537.28,96519.87,2023-12-27,Chennai
863,CUST1459,Savings,Withdrawal,2323.73,44180.13,2023-08-14,Mumbai
864,CUST1015,Loan,Deposit,17777.96,112710.54,2023-02-15,Mumbai
865,CUST1453,Savings,Withdrawal,31083.34,123985.04,2023-07-29,Delhi
866,CUST1078,Loan,Deposit,27374.2,70939.39,2023-08-10,Delhi
867,CUST1003,Current,Deposit,8370.91,53202.3,2023-08-23,Chennai
868,CUST1108,Savings,Withdrawal,42198.12,140326.78,2023-11-29,Delhi
869,CUST1050,Savings,Transfer,42703.87,67280.59,2023-03-11,Delhi
870,CUST1169,Loan,Withdrawal,9926.59,105093.86,2023-02-17,Pune
871,CUST1184,Loan,Withdrawal,35614.97,133738.77,2023-11-28,Bangalore
872,CUST1139,Savings,Withdrawal,23002.28,114981.33,2023-11-07,Bangalore
873,CUST1358,Loan,Deposit,31154.93,129282.12,2023-09-17,Pune
874,CUST1108,Savings,Withdrawal,39650.5,130486.43,2023-12-20,Chennai
875,CUST1273,Loan,Withdrawal,48010.77,100396.0,2023-09-04,Bangalore
876,CUST1008,Current,Deposit,8167.4,56118.96,2023-12-18,Pune
877,CUST1484,Savings,Withdrawal,12442.28,76683.49,2023-02-08,Pune
878,CUST1081,Current,Deposit,8218.72,64944.71,2023-12-08,Delhi
879,CUST1093,Loan,Transfer,24994.89,26699.15,2023-03-15,Chennai
880,CUST1036,Savings,Withdrawal,17915.76,110572.07,2023-09-12,Delhi
881,CUST1171,Current,Deposit,2398.23,83302.12,2023-12-26,Bangalore
882,CUST1322,Loan,Deposit,25782.71,106706.12,2023-10-05,Chennai
883,CUST1101,Savings,Deposit,12365.79,52940.85,2023-12-30,Pune
884,CUST1141,Current,Withdrawal,122.09,90309.71,2023-09-05,Pune
885,CUST1247,Current,Transfer,45984.6,145313.47,2023-06-09,Pune
886,CUST1089,Savings,Transfer,38074.3,75560.84,2023-04-27,Mumbai
887,CUST1094,Loan,Deposit,45929.48,141046.88,2023-04-01,Pune
888,CUST1346,Savings,Deposit,17920.35,96781.48,2023-04-26,Bangalore
889,CUST1349,Current,Deposit,28247.29,64425.85,2023-11-20,Chennai
890,CUST1449,Savings,Deposit,12095.91,31659.41,2023-12-31,Pune
891,CUST1404,Loan,Withdrawal,5180.0,56022.81,2023-07-22,Chennai
892,CUST1041,Savings,Withdrawal,2042.61,6126.48,2023-10-05,Pune
893,CUST1354,Savings,Transfer,34009.54,56886.12,2023-03-09,Mumbai
894,CUST1197,Savings,Deposit,35986.08,92536.88,2023-05-29,Pune
895,CUST1099,Loan,Withdrawal,16384.29,100430.43,2023-04-19,Pune
896,CUST1188,Loan,Deposit,21562.13,111986.01,2023-06-03,Bangalore
897,CUST1040,Savings,Withdrawal,20106.99,96536.27,2023-10-06,Mumbai
898,CUST1362,Loan,Transfer,44455.48,99133.8,2023-04-19,Chennai
899,CUST1221,Loan,Withdrawal,12839.92,42761.54,2023-04-22,Bangalore
900,CUST1103,Current,Withdrawal,1737.2,65523.43,2023-11-20,Delhi
901,CUST1378,Savings,Transfer,47045.15,97983.73,2023-07-14,Delhi
902,CUST1367,Loan,Transfer,40562.84,124227.52,2023-07-08,Pune
903,CUST1164,Current,Transfer,34711.54,111938.26,2023-01-04,Chennai
904,CUST1323,Current,Withdrawal,25831.4,72429.12,2023-06-30,Delhi
905,CUST1248,Current,Withdrawal,14572.46,107707.95,2023-12-17,Delhi
906,CUST1254,Current,Transfer,27380.36,80816.52,2023-09-06,Pune
907,CUST1188,Savings,Transfer,26173.26,32109.38,2023-05-18,Bangalore
908,CUST1168,Loan,Deposit,11383.65,42151.42,2023-11-13,Mumbai
909,CUST1212,Current,Deposit,11597.79,12244.44,2023-10-30,Chennai
910,CUST1452,Savings,Deposit,48345.59,71162.79,2023-08-27,Delhi
911,CUST1169,Current,Deposit,42436.43,84988.04,2023-11-02,Chennai
912,CUST1030,Loan,Deposit,16332.23,87738.05,2023-07-25,Delhi
913,CUST1185,Current,Deposit,18609.96,108853.01,2023-08-16,Bangalore
914,CUST1039,Current,Withdrawal,11102.37,87469.42,2023-11-06,Pune
915,CUST1149,Loan,Withdrawal,7565.11,45943.73,2023-10-14,Pune
916,CUST1426,Loan,Withdrawal,35495.11,52643.58,2023-09-12,Mumbai
917,CUST1254,Loan,Transfer,29230.26,124476.33,2023-01-10,Chennai
918,CUST1214,Savings,Withdrawal,13339.77,73694.38,2023-04-21,Chennai
919,CUST1153,Current,Withdrawal,6584.07,62813.19,2023-08-29,Chennai
920,CUST1321,Current,Withdrawal,35453.64,53076.52,2023-03-22,Bangalore
921,CUST1489,Loan,Withdrawal,22495.8,38818.79,2023-09-28,Mumbai
922,CUST1096,Savings,Transfer,5001.93,85451.98,2023-06-16,Mumbai
923,CUST1126,Current,Withdrawal,17295.74,20866.1,2023-06-18,Chennai
924,CUST1477,Savings,Transfer,7194.31,28926.95,2023-12-06,Pune
925,CUST1308,Current,Deposit,7950.58,20278.58,2023-02-18,Chennai
926,CUST1076,Loan,Transfer,33585.66,77400.42,2023-07-11,Bangalore
927,CUST1065,Loan,Deposit,15668.0,64176.79,2023-04-10,Delhi
928,CUST1032,Loan,Deposit,19423.14,110127.07,2023-12-05,Delhi
929,CUST1043,Current,Deposit,41965.97,43602.06,2023-11-10,Bangalore
930,CUST1289,Current,Transfer,48515.83,92563.13,2023-08-04,Bangalore
931,CUST1315,Current,Withdrawal,25104.29,95870.51,2023-06-17,Chennai
932,CUST1339,Savings,Deposit,21536.84,52765.87,2023-12-02,Mumbai
933,CUST1390,Loan,Withdrawal,6012.77,102183.35,2023-05-27,Chennai
934,CUST1204,Savings,Withdrawal,11413.7,99408.13,2023-03-30,Bangalore
935,CUST1148,Savings,Withdrawal,33889.91,96580.31,2023-01-02,Pune
936,CUST1376,Current,Withdrawal,40838.9,91239.69,2023-11-24,Bangalore
937,CUST1007,Savings,Deposit,15711.87,109273.93,2023-04-24,Bangalore
938,CUST1272,Savings,Deposit,49097.09,112082.43,2023-11-24,Chennai
939,CUST1124,Loan,Deposit,9427.03,11896.7,2023-02-22,Delhi
940,CUST1331,Loan,Withdrawal,9652.24,51111.96,2023-04-07,Delhi
941,CUST1005,Current,Transfer,36661.68,77412.15,2023-04-28,Chennai
942,CUST1376,Savings,Deposit,39209.62,68142.57,2023-01-19,Pune
943,CUST1214,Loan,Deposit,16689.56,22819.83,2023-02-16,Pune
944,CUST1167,Savings,Withdrawal,47227.98,111580.55,2023-07-01,Delhi
945,CUST1391,Loan,Deposit,31650.88,51950.6,2023-05-08,Pune
946,CUST1310,Current,Deposit,30095.02,129136.02,2023-10-07,Chennai
947,CUST1338,Current,Deposit,47069.5,138585.25,2023-08-06,Bangalore
948,CUST1062,Loan,Withdrawal,25983.18,44329.97,2023-01-06,Pune
949,CUST1058,Current,Transfer,5753.84,46412.14,2023-03-23,Pune
950,CUST1474,Loan,Deposit,29150.94,49992.78,2023-06-26,Mumbai
951,CUST1204,Savings,Deposit,3794.71,64540.24,2023-04-08,Mumbai
952,CUST1345,Savings,Withdrawal,37034.05,100288.75,2023-10-07,Chennai
953,CUST1074,Savings,Deposit,34519.96,49342.18,2023-10-22,Chennai
954,CUST1219,Savings,Deposit,3871.62,99038.23,2023-02-10,Mumbai
955,CUST1438,Current,Transfer,34820.29,80893.5,2023-11-18,Pune
956,CUST1414,Current,Deposit,32117.43,102644.76,2023-05-14,Bangalore
957,CUST1207,Loan,Deposit,28226.63,73569.93,2023-12-18,Mumbai
958,CUST1048,Loan,Withdrawal,29219.49,82032.23,2023-02-28,Chennai
959,CUST1258,Current,Deposit,43318.17,138018.18,2023-06-03,Mumbai
960,CUST1473,Loan,Withdrawal,7825.95,102327.21,2023-05-30,Bangalore
961,CUST1435,Savings,Transfer,44161.39,64823.34,2023-10-05,Pune
962,CUST1356,Savings,Withdrawal,35086.87,103258.0,2023-10-11,Chennai
963,CUST1449,Savings,Deposit,868.21,59369.35,2023-11-01,Pune
964,CUST1137,Loan,Withdrawal,22567.69,118347.0,2023-03-14,Delhi
965,CUST1237,Current,Deposit,30900.73,104971.85,2023-09-19,Chennai
966,CUST1176,Current,Deposit,33283.23,83338.25,2023-10-10,Pune
967,CUST1054,Loan,Withdrawal,16419.53,105480.2,2023-12-07,Bangalore
968,CUST1127,Loan,Transfer,40378.75,126580.05,2023-05-12,Bangalore
969,CUST1093,Savings,Transfer,25685.05,69804.36,2023-09-05,Bangalore
970,CUST1348,Loan,Transfer,30703.26,94653.24,2023-06-19,Chennai
971,CUST1434,Loan,Withdrawal,35731.23,45324.68,2023-09-02,Mumbai
972,CUST1151,Loan,Transfer,2595.93,93792.3,2023-03-04,Mumbai
973,CUST1225,Current,Transfer,10798.88,38244.11,2023-10-17,Mumbai
974,CUST1296,Savings,Deposit,17807.56,60572.33,2023-11-14,Bangalore
975,CUST1314,Savings,Deposit,29895.08,89578.0,2023-04-04,Pune
976,CUST1304,Savings,Withdrawal,16718.44,105272.39,2023-05-07,Chennai
977,CUST1275,Current,Transfer,24725.7,53414.52,2023-06-23,Mumbai
978,CUST1387,Loan,Transfer,30877.5,105294.21,2023-04-01,Chennai
979,CUST1238,Savings,Withdrawal,14645.64,91834.52,2023-07-28,Mumbai
980,CUST1073,Savings,Withdrawal,10390.25,90462.27,2023-10-22,Mumbai
981,CUST1369,Current,Withdrawal,43273.15,134841.24,2023-02-06,Delhi
982,CUST1137,Loan,Transfer,1846.89,80690.54,2023-09-15,Pune
983,CUST1445,Current,Withdrawal,43698.77,107675.22,2023-08-18,Bangalore
984,CUST1168,Loan,Deposit,22183.02,87290.59,2023-02-06,Bangalore
985,CUST1335,Savings,Transfer,3293.92,85855.87,2023-05-30,Chennai
986,CUST1139,Loan,Withdrawal,29982.39,50491.71,2023-08-02,Delhi
987,CUST1256,Savings,Deposit,20440.88,67658.67,2023-03-29,Pune
988,CUST1324,Loan,Deposit,10580.46,39043.75,2023-01-03,Chennai
989,CUST1462,Loan,Withdrawal,673.47,41846.81,2023-04-12,Chennai
990,CUST1038,Loan,Deposit,5682.84,57567.07,2023-07-21,Chennai
991,CUST1348,Loan,Transfer,33244.55,121472.77,2023-04-19,Mumbai
992,CUST1303,Current,Transfer,34288.2,45776.17,2023-03-10,Pune
993,CUST1129,Current,Deposit,15559.36,40930.08,2023-11-08,Delhi
994,CUST1234,Savings,Withdrawal,26824.14,62834.29,2023-11-15,Chennai
995,CUST1378,Savings,Deposit,41444.92,120479.56,2023-11-07,Delhi
996,CUST1302,Current,Deposit,45698.04,141003.13,2023-02-05,Pune
997,CUST1110,Current,Withdrawal,17785.8,68596.4,2023-10-22,Delhi
998,CUST1336,Savings,Transfer,43828.34,54533.85,2023-05-17,Bangalore
999,CUST1006,Loan,Withdrawal,27713.22,78274.9,2023-05-30,Mumbai
1000,CUST1425,Loan,Withdrawal,42954.96,110810.57,2023-03-17,Delhi
1001,CUST1471,Loan,Withdrawal,23145.99,64890.34,2023-08-02,Bangalore
1002,CUST1457,Current,Deposit,8102.23,75629.95,2023-05-21,Chennai
1003,CUST1160,Loan,Transfer,34728.08,58073.1,2023-02-14,Pune
1004,CUST1401,Current,Withdrawal,37057.24,123422.99,2023-05-14,Pune
1005,CUST1108,Current,Withdrawal,25795.17,42350.77,2023-10-16,Mumbai
1006,CUST1414,Savings,Deposit,1054.54,18046.48,2023-05-02,Delhi
1007,CUST1138,Current,Transfer,31768.5,90191.81,2023-06-11,Bangalore
1008,CUST1201,Loan,Transfer,10673.53,42118.28,2023-06-16,Chennai
1009,CUST1247,Loan,Withdrawal,12262.1,39388.38,2023-04-28,Bangalore
1010,CUST1399,Current,Transfer,37494.58,94899.84,2023-12-29,Pune
1011,CUST1137,Current,Withdrawal,20847.18,64027.14,2023-01-19,Chennai
1012,CUST1195,Current,Transfer,34851.85,105215.39,2023-12-20,Mumbai
1013,CUST1499,Current,Transfer,27379.59,85132.82,2023-04-03,Pune
1014,CUST1432,Current,Transfer,47261.2,117075.61,2023-09-02,Bangalore
1015,CUST1320,Savings,Deposit,46663.05,90853.06,2023-12-10,Mumbai
1016,CUST1282,Current,Transfer,25663.01,37534.44,2023-10-09,Pune
1017,CUST1305,Loan,Deposit,33977.0,111389.18,2023-04-13,Mumbai
1018,CUST1309,Savings,Withdrawal,38846.82,100174.81,2023-06-20,Delhi
1019,CUST1025,Current,Deposit,33695.0,74802.85,2023-01-29,Delhi
1020,CUST1117,Loan,Transfer,11172.83,82779.64,2023-05-24,Bangalore
1021,CUST1025,Loan,Transfer,36592.69,106471.59,2023-11-08,Mumbai
1022,CUST1321,Current,Deposit,23306.26,110786.24,2023-12-30,Bangalore
1023,CUST1435,Loan,Withdrawal,14346.89,67738.84,2023-12-05,Chennai
1024,CUST1147,Savings,Transfer,42763.2,131077.91,2023-05-19,Mumbai
1025,CUST1181,Current,Transfer,20545.99,85499.53,2023-05-26,Delhi
1026,CUST1435,Loan,Withdrawal,14116.01,35307.67,2023-05-16,Mumbai
1027,CUST1022,Savings,Transfer,24015.08,42596.55,2023-12-26,Mumbai
1028,CUST1292,Savings,Withdrawal,42411.6,97197.33,2023-02-18,Bangalore
1029,CUST1173,Savings,Transfer,22578.88,74159.02,2023-12-01,Chennai
1030,CUST1020,Loan,Deposit,49859.4,105985.8,2023-08-09,Mumbai
1031,CUST1323,Current,Withdrawal,11083.56,46460.35,2023-11-16,Chennai
1032,CUST1040,Loan,Withdrawal,3528.81,40801.44,2023-03-01,Mumbai
1033,CUST1372,Savings,Withdrawal,2361.43,37680.95,2023-04-06,Delhi
1034,CUST1347,Savings,Transfer,19023.4,102244.49,2023-09-13,Delhi
1035,CUST1049,Savings,Withdrawal,18724.73,82107.6,2023-11-13,Delhi
1036,CUST1207,Current,Deposit,2528.02,60839.02,2023-07-20,Mumbai
1037,CUST1250,Loan,Deposit,27446.81,79793.59,2023-11-14,Bangalore
1038,CUST1295,Current,Transfer,33905.92,109876.86,2023-12-21,Bangalore
1039,CUST1485,Current,Withdrawal,10441.39,81908.36,2023-02-28,Mumbai
1040,CUST1071,Current,Deposit,33157.95,68180.73,2023-08-03,Bangalore
1041,CUST1479,Current,Deposit,29898.05,95484.26,2023-10-19,Mumbai
1042,CUST1490,Current,Deposit,28982.46,92405.4,2023-11-28,Mumbai
1043,CUST1170,Current,Withdrawal,20807.06,92228.44,2023-01-16,Delhi
1044,CUST1008,Savings,Transfer,29466.4,48410.99,2023-08-25,Chennai
1045,CUST1443,Loan,Withdrawal,43089.53,130019.17,2023-05-18,Delhi
1046,CUST1300,Savings,Deposit,37313.09,93326.87,2023-08-06,Mumbai
1047,CUST1002,Loan,Transfer,6769.16,51433.15,2023-10-06,Delhi
1048,CUST1146,Savings,Transfer,47929.04,91322.18,2023-03-03,Pune
1049,CUST1294,Loan,Transfer,26709.24,90567.03,2023-08-10,Mumbai
1050,CUST1061,Current,Transfer,16293.14,43609.57,2023-06-05,Chennai
1051,CUST1405,Current,Withdrawal,34762.58,57024.78,2023-12-22,Bangalore
1052,CUST1391,Savings,Transfer,13305.29,79671.2,2023-07-26,Delhi
1053,CUST1388,Loan,Transfer,23129.99,121468.9,2023-12-06,Bangalore
1054,CUST1357,Current,Transfer,37417.14,52902.65,2023-09-14,Bangalore
1055,CUST1165,Savings,Deposit,13052.86,16903.66,2023-04-06,Mumbai
1056,CUST1163,Savings,Transfer,41233.91,104422.88,2023-10-29,Mumbai
1057,CUST1178,Savings,Transfer,39210.24,82394.24,2023-07-06,Pune
1058,CUST1232,Current,Withdrawal,36837.82,80761.57,2023-03-18,Delhi
